"Country or Area","Year","Sex","Age","Value","Value Footnotes"
"United States of America","2015","Male","38","1983816","1,2"
"United States of America","2015","Male","39","1926578","1,2"
"United States of America","2015","Male","40","1989213","1,2"
"United States of America","2015","Male","40 - 44","10030153","1,2"
"United States of America","2015","Male","41","1919064","1,2"
"United States of America","2015","Male","42","1942311","1,2"
"United States of America","2015","Male","43","2032362","1,2"
"United States of America","2015","Male","44","2147203","1,2"
"United States of America","2015","Male","45","2182484","1,2"
"United States of America","2015","Male","45 - 49","10334929","1,2"
"United States of America","2015","Male","46","2064898","1,2"
"United States of America","2015","Male","47","2019602","1,2"
"United States of America","2015","Male","48","2015073","1,2"
"United States of America","2015","Male","49","2052872","1,2"
"United States of America","2015","Male","50","2173002","1,2"
"United States of America","2015","Male","50 - 54","10963847","1,2"
"United States of America","2015","Male","51","2202725","1,2"
"United States of America","2015","Male","52","2195088","1,2"
"United States of America","2015","Male","53","2186448","1,2"
"United States of America","2015","Male","54","2206584","1,2"
"United States of America","2015","Male","55","2228498","1,2"
"United States of America","2015","Male","55 - 59","10597567","1,2"
"United States of America","2015","Male","56","2143285","1,2"
"United States of America","2015","Male","57","2124551","1,2"
"United States of America","2015","Male","58","2092228","1,2"
"United States of America","2015","Male","59","2009005","1,2"
"United States of America","2015","Male","60","1987008","1,2"
"United States of America","2015","Male","60 - 64","9117180","1,2"
"United States of America","2015","Male","61","1893657","1,2"
"United States of America","2015","Male","62","1815914","1,2"
"United States of America","2015","Male","63","1741514","1,2"
"United States of America","2015","Male","64","1679087","1,2"
"United States of America","2015","Male","65","1637936","1,2"
"United States of America","2015","Male","65 - 69","7596190","1,2"
"United States of America","2015","Male","66","1583339","1,2"
"United States of America","2015","Male","67","1562960","1,2"
"United States of America","2015","Male","68","1623929","1,2"
"United States of America","2015","Male","69","1188026","1,2"
"United States of America","2015","Male","70","1162672","1,2"
"United States of America","2015","Male","70 - 74","5296158","1,2"
"United States of America","2015","Male","71","1123102","1,2"
"United States of America","2015","Male","72","1140651","1,2"
"United States of America","2015","Male","73","983641","1,2"
"United States of America","2015","Male","74","886092","1,2"
"United States of America","2015","Male","75","829659","1,2"
"United States of America","2015","Male","75 - 79","3610906","1,2"
"United States of America","2015","Male","76","774758","1,2"
"United States of America","2015","Male","77","728549","1,2"
"United States of America","2015","Male","78","659853","1,2"
"United States of America","2015","Male","79","618087","1,2"
"United States of America","2015","Male","80","578240","1,2"
"United States of America","2015","Male","80 - 84","2412665","1,2"
"United States of America","2015","Male","81","507988","1,2"
"United States of America","2015","Male","82","477629","1,2"
"United States of America","2015","Male","83","442175","1,2"
"United States of America","2015","Male","84","406633","1,2"
"United States of America","2015","Male","85","374382","1,2"
"United States of America","2015","Male","85 - 89","1442244","1,2"
"United States of America","2015","Male","86","323518","1,2"
"United States of America","2015","Male","87","287383","1,2"
"United States of America","2015","Male","88","248876","1,2"
"United States of America","2015","Male","89","208085","1,2"
"United States of America","2015","Male","90","175479","1,2"
"United States of America","2015","Male","90 - 94","588978","1,2"
"United States of America","2015","Male","91","142870","1,2"
"United States of America","2015","Male","92","113834","1,2"
"United States of America","2015","Male","93","88660","1,2"
"United States of America","2015","Male","94","68135","1,2"
"United States of America","2015","Male","95","48015","1,2"
"United States of America","2015","Male","95 - 99","127988","1,2"
"United States of America","2015","Male","96","32585","1,2"
"United States of America","2015","Male","97","23092","1,2"
"United States of America","2015","Male","98","14719","1,2"
"United States of America","2015","Male","99","9577","1,2"
"United States of America","2015","Male","100 +","15088","1,2"
"United States of America","2015","Female","Total","163189523","1,2"
"United States of America","2015","Female","0","1942904","1,2"
"United States of America","2015","Female","0 - 4","9729680","1,2"
"United States of America","2015","Female","1","1939269","1,2"
"United States of America","2015","Female","1 - 4","7786776","1,2"
"United States of America","2015","Female","2","1939979","1,2"
"United States of America","2015","Female","3","1943417","1,2"
"United States of America","2015","Female","4","1964111","1,2"
"United States of America","2015","Female","5","1967310","1,2"
"United States of America","2015","Female","5 - 9","10028044","1,2"
"United States of America","2015","Female","6","1968544","1,2"
"United States of America","2015","Female","7","2031242","1,2"
"United States of America","2015","Female","8","2039062","1,2"
"United States of America","2015","Female","9","2021886","1,2"
"United States of America","2015","Female","10","2017346","1,2"
"United States of America","2015","Female","10 - 14","10101942","1,2"
"United States of America","2015","Female","11","2023586","1,2"
"United States of America","2015","Female","12","2010241","1,2"
"United States of America","2015","Female","13","2001602","1,2"
"United States of America","2015","Female","14","2049167","1,2"
"United States of America","2015","Female","15","2076753","1,2"
"United States of America","2015","Female","15 - 19","10311036","1,2"
"United States of America","2015","Female","16","2045025","1,2"
"United States of America","2015","Female","17","2049112","1,2"
"United States of America","2015","Female","18","2061954","1,2"
"United States of America","2015","Female","19","2078192","1,2"
"United States of America","2015","Female","20","2123067","1,2"
"United States of America","2015","Female","20 - 24","11071459","1,2"
"United States of America","2015","Female","21","2166784","1,2"
"United States of America","2015","Female","22","2197776","1,2"
"United States of America","2015","Female","23","2264424","1,2"
"United States of America","2015","Female","24","2319408","1,2"
"United States of America","2015","Female","25","2322049","1,2"
"United States of America","2015","Female","25 - 29","11052155","1,2"
"United States of America","2015","Female","26","2233433","1,2"
"United States of America","2015","Female","27","2185163","1,2"
"United States of America","2015","Female","28","2149931","1,2"
"United States of America","2015","Female","29","2161579","1,2"
"United States of America","2015","Female","30","2185746","1,2"
"United States of America","2015","Female","30 - 34","10785909","1,2"
"United States of America","2015","Female","31","2125468","1,2"
"United States of America","2015","Female","32","2162451","1,2"
"United States of America","2015","Female","33","2166123","1,2"
"United States of America","2015","Female","34","2146121","1,2"
"United States of America","2015","Female","35","2180134","1,2"
"United States of America","2015","Female","35 - 39","10201161","1,2"
"United States of America","2015","Female","36","2055478","1,2"
"United States of America","2015","Female","37","2017940","1,2"
"United States of America","2015","Female","38","2003325","1,2"
"United States of America","2015","Female","39","1944284","1,2"
"United States of America","2015","Female","40","2000626","1,2"
"United States of America","2015","Female","40 - 44","10185045","1,2"
"United States of America","2015","Female","41","1946164","1,2"
"United States of America","2015","Female","42","1981947","1,2"
"United States of America","2015","Female","43","2068346","1,2"
"United States of America","2015","Female","44","2187962","1,2"
"United States of America","2015","Female","45","2206861","1,2"
"United States of America","2015","Female","45 - 49","10518915","1,2"
"United States of America","2015","Female","46","2095675","1,2"
"United States of America","2015","Female","47","2054083","1,2"
"United States of America","2015","Female","48","2062616","1,2"
"United States of America","2015","Female","49","2099680","1,2"
"United States of America","2015","Female","50","2227286","1,2"
"United States of America","2015","Female","50 - 54","11370470","1,2"
"United States of America","2015","Female","51","2276939","1,2"
"United States of America","2015","Female","52","2279256","1,2"
"United States of America","2015","Female","53","2277046","1,2"
"United States of America","2015","Female","54","2309943","1,2"
"United States of America","2015","Female","55","2324887","1,2"
"United States of America","2015","Female","55 - 59","11210375","1,2"
"United States of America","2015","Female","56","2255835","1,2"
"United States of America","2015","Female","57","2246694","1,2"
"United States of America","2015","Female","58","2228294","1,2"
